536	APEC01	0.9495653385445663
536	ATCC8739	0.011807543104383367
536	B18BS512	0.3639987740677215
536	B4Sb227	0.30776922913201943
536	BW2952	0.18022655556294254
536	CB9615	0.8053231085860714
536	CFT073	0.6462728804629214
536	DH10B	0.9343686018335076
536	E234869	0.7662080515284019
536	E24377A	0.37405457862861413
536	ED1a	0.9642640124361938
536	EDL933	0.6088735562436007
536	F2a2457T	0.17329657838665002
536	F2a301	0.1686735724989158
536	F5b8401	0.12711871304060773
536	HS	0.755950352518699
536	IAI1	0.6602871476944032
536	IAI39	0.2877335872756618
536	MG1655	0.12086574247049098
536	S88	0.04512416736920011
536	Sakai	0.8287884723674347
536	D1Sd197	0.7809728524826088
536	SE11	0.28903788992487456
536	SMS35	0.6364690802579692
536	SSSs046	0.29773284628407215
536	UMN026	0.11661873518835475
536	UTI89	0.06323981137746515
536	W3110	0.679409006547802
APEC01	ATCC8739	0.03759707893943687
APEC01	B18BS512	0.57366826812414
APEC01	B4Sb227	0.1313799369148536
APEC01	BW2952	0.6389769936670603
APEC01	CB9615	0.22181249652966917
APEC01	CFT073	0.8125472863461275
APEC01	DH10B	0.4447687491637997
APEC01	E234869	0.5375835109938119
APEC01	E24377A	0.8209278699685127
APEC01	ED1a	0.022554756743921933
APEC01	EDL933	0.6980682654228526
APEC01	F2a2457T	0.09620899236095648
APEC01	F2a301	0.5645026210657379
APEC01	F5b8401	0.9521776283878064
APEC01	HS	0.979215262472518
APEC01	IAI1	0.12453937665449555
APEC01	IAI39	0.8603050443254583
APEC01	MG1655	0.2128055196568247
APEC01	S88	0.23528618827557424
APEC01	Sakai	0.7378521555608826
APEC01	D1Sd197	0.36829916278860986
APEC01	SE11	0.5797744772471981
APEC01	SMS35	0.7572531730640454
APEC01	SSSs046	0.9467352806168933
APEC01	UMN026	0.6326021941907883
APEC01	UTI89	0.927466099863595
APEC01	W3110	0.13389397062237962
ATCC8739	B18BS512	0.3764608099843092
ATCC8739	B4Sb227	0.7519423710224538
